confidence,order_of_highest_convergence
0.990188220518731,3.81000
0.978161920587856,4.02000
0.952107937515385,4.29000
0.898204985725233,4.72000
0.825304449576023,5.30000
0.677086858280780,5.32000
0.517961067421604,22.56000
0.767457525713874,12.65000
0.767457525713874,11.29000
0.767457525713874,12.65000
0.517961067421604,22.56000
0.677086858280780,5.32000
0.825304449576023,5.30000
0.898204985725233,4.72000
0.952107937515385,4.29000
0.978161920587856,4.02000
0.990188220518731,3.81000
0.996089341847187,3.74000
0.991232000012343,3.92000
0.980459814139571,4.16000
0.957026895756859,4.52000
0.922622739662944,4.96000
0.841073344996155,4.98000
0.701393973378054,4.99000
0.500174847089310,873.26
0.702545091323181,14.41000
0.500174847089310,873.26
0.701393973378054,4.99000
0.841073344996155,4.98000
0.922622739662944,4.96000
0.957026895756859,4.52000
0.980459814139571,4.16000
0.991232000012343,3.92000
0.996089341847187,3.74000
